Business Name,Category,Address,Phone,Website,Email,Google Maps URL,Rating,Review Count,Social Media URLs,audit_status,error,health_score,max_health_score,opportunity_score,max_opportunity_score,ssl_valid,has_chatbot,chatbot_providers,has_whatsapp,has_lead_form,has_phone_cta,has_appointment_booking,has_trust_signals,has_local_schema,critical_issue_count,high_issue_count,top_issues,fetch_warning,review_type
Active Zone - Women Only & Kids Kickboxing Fitness,Kickboxing school,"47 Beach Road, #03-03 Kheng Chiu Building, Active Zone - Women Only & Kids Kickboxing Fitness, Singapore 189683",+65 8363 5661,http://www.activezone.sg/,,https://www.google.com/maps/place/Active+Zone+-+Women+Only+%26+Kids+Kickboxing+Fitness/data=!4m7!3m6!1s0x31da1954218cadb9:0xab12a636d12c4dc!8m2!3d1.296341!4d103.8559835!16s%2Fg%2F11hz8lhgq7!19sChIJua2MIVQZ2jER3MQSbWMqsQo,4.8,45,,OK,,34.6,65,35.0,100,True,False,,False,True,True,False,True,False,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No LocalBusiness (or similar) structured data found.,,Automatic
iMMA (i Mixed Martial Arts),Martial arts school,"10 Winstedt Rd, iMMA (i Mixed Martial Arts), Singapore 227977",+65 9663 4597,https://www.facebook.com/SGiMMA,,https://www.google.com/maps/place/iMMA+%28i+Mixed+Martial+Arts%29/data=!4m7!3m6!1s0x31da1b8c40820669:0xae500e1d54e673c8!8m2!3d1.310203!4d103.8415072!16s%2Fg%2F11nftfjwhs!19sChIJaQaCQIwb2jERyHPmVB0OUK4,5.0,44,,OK,,24.5,65,0.0,100,True,False,,False,False,False,False,False,False,2,3,CRITICAL: No mobile viewport meta tag.; CRITICAL: Page is set to noindex.; HIGH: SSL certificate is expiring soon.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.,,Automatic
Fight G,Boxing Coaching Center,"41 N Canal Rd, Fight G, Singapore 059297",+65 6438 5788,http://fightg.com/,,https://www.google.com/maps/place/Fight+G/data=!4m7!3m6!1s0x31da190ae4976e63:0x9ce6c1595225f04c!8m2!3d1.2871173!4d103.8468995!16s%2Fg%2F1tf6p9gy!19sChIJY26X5AoZ2jERTPAlUlnB5pw,4.3,44,,OK,,32.2,65,0.0,100,True,False,,False,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No XML sitemap found.; MEDIUM: No WhatsApp click-to-chat link detected.,,Automatic
SIX SIGMA FEMALE MUAY THAI CLUB,Muay Thai boxing gym,Singapore 397718,+65 8853 5845,http://www.sixsigmagym.com/,,https://www.google.com/maps/place/SIX+SIGMA+FEMALE+MUAY+THAI+CLUB/data=!4m7!3m6!1s0x31da19bd23456355:0x2e6c3af726259373!8m2!3d1.303242!4d103.874757!16s%2Fg%2F11fjs7fpcv!19sChIJVWNFI70Z2jERc5MlJvc6bC4,4.9,43,,OK,,47.6,65,17.5,100,True,False,,False,False,False,False,True,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,"page appears to be an interstitial/verification page or renders its content via JavaScript, and the headless-browser re-fetch did not return meaningfully more content — checks below likely show false negatives (missing title/forms/links etc. that a browser would actually see)",Manual Review Required
Royal Thai Fitness Muay Thai,Gym,"55 Newton Rd, #05-02 Royal Thai Fitness Muay Thai, Singapore 307987",+65 9089 9643,,,https://www.google.com/maps/place/Royal+Thai+Fitness+Muay+Thai/data=!4m7!3m6!1s0x31da19e700b5e927:0xc2f296ba0dff9eef!8m2!3d1.3195919!4d103.8422703!16s%2Fg%2F1ptv_743r!19sChIJJ-m1AOcZ2jER757_DbqW8sI,4.4,42,,SKIPPED_NO_WEBSITE,,,,,,,,,,,,,,,,,,,Manual Review Required
Galaxy Boxing Gym Sengkang,Boxing Coaching Center,"10 Jln Selaseh, Galaxy Boxing Gym Sengkang, Singapore 808437",+65 8892 8169,https://www.galaxy-boxing.com/,,https://www.google.com/maps/place/Galaxy+Boxing+Gym+Sengkang/data=!4m7!3m6!1s0x31da176061588b57:0xf24d0c805dd5cc01!8m2!3d1.3860208!4d103.8732559!16s%2Fg%2F11l6tc3n5m!19sChIJV4tYYWAX2jERAczVXYAMTfI,5.0,40,,OK,,38.1,65,2.5,100,True,False,,False,False,False,False,False,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.,,Automatic
Boxing Wonders,Women's personal trainer,"7 Bishan St 14, Boxing Wonders, Bishan Stadium, Singapore 579784",+65 9325 3774,https://www.boxingwonders.com/,,https://www.google.com/maps/place/Boxing+Wonders/data=!4m7!3m6!1s0x31da177c262bef39:0x9dd323ab8fe435e6!8m2!3d1.3544408!4d103.8515594!16s%2Fg%2F11r2jxsv6v!19sChIJOe8rJnwX2jER5jXkj6sj050,5.0,39,,OK,,35.8,65,32.5,100,True,False,,True,True,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,,Automatic
Spartans Boxing Club Buona Vista,Boxing Coaching Center,"30 South Buona Vista Rd, Spartans Boxing Club Buona Vista, Singapore 118160",+65 9662 7441,https://spartansboxing.com/buona-vista/,,https://www.google.com/maps/place/Spartans+Boxing+Club+Buona+Vista/data=!4m7!3m6!1s0x31da1b2aa4b50eb9:0xca05d5b3d132afb2!8m2!3d1.280617!4d103.7869456!16s%2Fg%2F11l7jmvx8v!19sChIJuQ61pCob2jERsq8y0bPVBco,4.5,34,,OK,,45.0,65,60.0,100,True,True,Facebook Messenger Plugin,True,True,False,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,,Automatic
Bushido Fight Academy,Muay Thai boxing gym,"11 Bedok North Street 1, #01-02 Bushido Fight Academy, Heartbeat@Bedok, Singapore 469662",+65 9791 6342,https://bfa0118.simplybook.asia/,,https://www.google.com/maps/place/Bushido+Fight+Academy/data=!4m7!3m6!1s0x31da180dd9f1debf:0x2dc1321f82298ae8!8m2!3d1.3271895!4d103.9323689!16s%2Fg%2F11d_tkldmz!19sChIJv97x2Q0Y2jER6Iopgh8ywS0,4.9,33,,OK,,33.0,65,60.0,100,True,False,,True,False,True,True,True,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; LOW: Title tag length is outside the recommended range.,,Automatic
Blackcat Boxing Club,Boxing club,"123B Serangoon Rd, #03-00 Blackcat Boxing Club, Singapore 218028",+65 8836 2589,https://calendly.com/blackcatboxing,,https://www.google.com/maps/place/Blackcat+Boxing+Club/data=!4m7!3m6!1s0x31da1980bb1c5999:0x2849ebe5c155fadc!8m2!3d1.3073539!4d103.8521848!16s%2Fg%2F11z641ytyb!19sChIJmVkcu4AZ2jER3PpVweXrSSg,5.0,32,,OK,,30.3,65,15.0,100,True,False,,False,False,False,True,False,False,1,3,CRITICAL: Page is set to noindex.; HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.,"page appears to be an interstitial/verification page or renders its content via JavaScript, and the headless-browser re-fetch did not return meaningfully more content — checks below likely show false negatives (missing title/forms/links etc. that a browser would actually see)",Manual Review Required
Eminent Gym,Sports club,"5b Aliwal St, Eminent Gym, Singapore 199894",+65 9006 2120,https://www.eminentgymsg.com/,,https://www.google.com/maps/place/Eminent+Gym/data=!4m7!3m6!1s0x31da19ed4c281ee7:0xbf8112193a9373fc!8m2!3d1.3018!4d103.86126!16s%2Fg%2F11g0dtb35b!19sChIJ5x4oTO0Z2jER_HOTOhkSgb8,5.0,32,,OK,,20.2,65,0.0,100,True,False,,False,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No XML sitemap found.; MEDIUM: No WhatsApp click-to-chat link detected.,,Automatic
Farong Muay Thai,Muay Thai boxing gym,"11D Hongkong St, #05-01 Farong Muay Thai, Singapore 059654",+65 9758 7211,https://www.farongmuaythai.com/,,https://www.google.com/maps/place/Farong+Muay+Thai/data=!4m7!3m6!1s0x31da1979bd39abc5:0xe36eb2b05fbe0705!8m2!3d1.2875047!4d103.8475705!16s%2Fg%2F11t71lsckq!19sChIJxas5vXkZ2jERBQe-X7CybuM,5.0,30,,OK,,48.9,65,22.5,100,True,False,,True,False,False,False,False,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,,Automatic
Callidior MMA Singapore,Martial arts school,"73 Dunlop St, #02-00 Callidior MMA Singapore, Singapore 209401",+65 8083 8358,https://www.callidior.com/,,https://www.google.com/maps/place/Callidior+MMA+Singapore/data=!4m7!3m6!1s0x31da1942cea35097:0xe9259b151c2e4185!8m2!3d1.3050342!4d103.853306!16s%2Fg%2F11z0hstjk9!19sChIJl1CjzkIZ2jERhUEuHBWbJek,5.0,30,,OK,,31.1,65,0.0,100,True,False,,False,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No XML sitemap found.; MEDIUM: No WhatsApp click-to-chat link detected.,,Automatic
UBX River Valley,Boxing Coaching Center,"8 Mohamed Sultan Rd, UBX River Valley, Singapore 238959",+65 8277 0640,https://ubxtraining.com/gym/river-valley,,https://www.google.com/maps/place/UBX+River+Valley/data=!4m7!3m6!1s0x31da19a5b1fd22ed:0x730509aa24fd6f49!8m2!3d1.2939464!4d103.8417506!16s%2Fg%2F11y3yjvg_r!19sChIJ7SL9saUZ2jERSW_9JKoJBXM,4.9,29,,OK,,30.5,65,37.5,100,True,False,,False,True,True,False,True,False,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
Encore Muay Thai,Muay Thai boxing gym,"452a Joo Chiat Rd, Encore Muay Thai, Singapore 427665",+65 8668 5859,http://www.encoremuaythai.com/,,https://www.google.com/maps/place/Encore+Muay+Thai/data=!4m7!3m6!1s0x31da1872c10d0207:0x53041f02f2a49944!8m2!3d1.3063993!4d103.9044894!16s%2Fg%2F11c1p1n6p8!19sChIJBwINwXIY2jERRJmk8gIfBFM,4.7,29,,OK,,22.2,65,40.0,100,True,True,Facebook Messenger Plugin,True,False,False,False,False,False,0,2,HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,"page HTML contains a known anti-bot/CAPTCHA marker: ""recaptcha/api.js"". A headless-browser retry did not get past it either — this site likely requires solving a human-facing CAPTCHA/verification step, which this tool does not attempt to bypass. Verify this lead manually in a real browser.",Manual Review Required
BOX MOJO East Coast,Fitness center,"99 Frankel Ave, BOX MOJO East Coast, Singapore 458223",+65 9688 0099,https://www.boxmojo.com/,,https://www.google.com/maps/place/BOX+MOJO+East+Coast/data=!4m7!3m6!1s0x31da23b44ae8b50b:0xc9c23365f6329d23!8m2!3d1.3146946!4d103.9193842!16s%2Fg%2F11w2d3wqqr!19sChIJC7XoSrQj2jERI50y9mUzwsk,4.8,28,,OK,,39.4,65,15.0,100,True,False,,True,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.,,Automatic
KIX Combat Fitness,Gym,"51A Boat Quay, Level 2 KIX Combat Fitness, LVE-KIX 049840",+65 8962 3678,http://www.kixfitness.com/,,https://www.google.com/maps/place/KIX+Combat+Fitness/data=!4m7!3m6!1s0x31da1972df682c33:0xaa44d6753383f971!8m2!3d1.2870219!4d103.8493865!16s%2Fg%2F11zd572zns!19sChIJMyxo33IZ2jERcfmDM3XWRKo,5.0,27,,OK,,27.1,65,17.5,100,True,False,,True,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No XML sitemap found.; MEDIUM: No appointment/booking system detected.,,Automatic
Chana Muay Thai,Gym,"419 Sembawang Rd, Chana Muay Thai, Singapore 758390",+65 8412 1995,https://www.chanamuaythai.com/,,https://www.google.com/maps/place/Chana+Muay+Thai/data=!4m7!3m6!1s0x31da15a35c7c13bb:0xa6ef9f87547d9de6!8m2!3d1.427721!4d103.8264!16s%2Fg%2F11mdtjczb2!19sChIJuxN8XKMV2jER5p19VIef76Y,5.0,26,,OK,,47.3,65,22.5,100,True,False,,False,True,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,,Automatic
Spartans Boxing Club Choa Chu Kang,Boxing Coaching Center,"1 Choa Chu Kang Street 53, #02-02 Spartans Boxing Club Choa Chu Kang, Sports Centre, Singapore 689236",+65 8608 5884,https://spartansboxing.com/choa-chu-kang/,,https://www.google.com/maps/place/Spartans+Boxing+Club+Choa+Chu+Kang/data=!4m7!3m6!1s0x31da11ea23a72495:0xe21be1cecc5f5c6a!8m2!3d1.3909804!4d103.7484672!16s%2Fg%2F11q4hscjpz!19sChIJlSSnI-oR2jERalxfzM7hG-I,5.0,26,,OK,,45.0,65,60.0,100,True,True,Facebook Messenger Plugin,True,True,False,False,False,True,0,1,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,,Automatic
UBX Tanjong Pagar,Boxing Coaching Center,"6A Shenton Wy, UBX Tanjong Pagar, Singapore 068815",+65 8902 2875,https://ubxtraining.com/gym/tanjong-pagar,,https://www.google.com/maps/place/UBX+Tanjong+Pagar/data=!4m7!3m6!1s0x31da19efb024370d:0xf8422a586791a883!8m2!3d1.2782033!4d103.8492087!16s%2Fg%2F11wnm_z3zv!19sChIJDTcksO8Z2jERg6iRZ1gqQvg,4.8,26,,OK,,30.5,65,37.5,100,True,False,,False,True,True,False,True,False,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.,,Automatic
Tiger Muay Thai Singapore (Formerly Chok Sagami Academy),Muay Thai boxing gym,"100G Pasir Panjang Rd, #01-13 Tiger Muay Thai Singapore (Formerly Chok Sagami Academy), Singapore 118523",+65 8025 0548,https://www.tigermuaythaisingapore.com/,,https://www.google.com/maps/place/Tiger+Muay+Thai+Singapore+%28Formerly+Chok+Sagami+Academy%29/data=!4m7!3m6!1s0x31da1b3882896285:0x40064c2222da59c1!8m2!3d1.2768843!4d103.7964053!16s%2Fg%2F11w3rd__l8!19sChIJhWKJgjgb2jERwVnaIiJMBkA,4.9,25,,OK,,48.9,65,20.0,100,True,False,,True,False,False,False,False,True,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,,Automatic
NTG Fight & Fitness Singapore,Gym,"491B River Valley Rd, #02-01 NTG Fight & Fitness Singapore, Singapore 248373",+65 9883 9072,https://ntgfightsg.com/,,https://www.google.com/maps/place/NTG+Fight+%26+Fitness+Singapore/data=!4m7!3m6!1s0x31da192dc8e9a537:0xbe761216c670fff5!8m2!3d1.2929026!4d103.8266324!16s%2Fg%2F11xdsk01x1!19sChIJN6XpyC0Z2jER9f9wxhYSdr4,5.0,24,,OK,,26.9,65,57.5,100,True,False,,True,True,True,False,True,False,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Page is missing a meta description.; MEDIUM: Many images are missing alt text.,,Automatic
Onyx MMA East,Muay Thai boxing gym,"1A Tampines Street 92, #02-05/06 Onyx MMA East, SAFRA, Singapore 528882",+65 8341 3188,https://www.onyxmma.com/,,https://www.google.com/maps/place/Onyx+MMA+East/data=!4m7!3m6!1s0x31da3d8af69ff8d5:0xa0d2800367fc1798!8m2!3d1.3447881!4d103.9418625!16s%2Fg%2F11j7yg97_j!19sChIJ1fif9oo92jERmBf8ZwOA0qA,4.5,24,,OK,,48.9,65,37.5,100,True,False,,True,True,False,False,False,True,0,2,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,,Automatic
Zesty Kickz,Muay Thai boxing gym,"803 King George's Ave, #02-146 Zesty Kickz, Singapore 200803",+65 9800 5009,https://www.zestykickz.com/,,https://www.google.com/maps/place/Zesty+Kickz/data=!4m7!3m6!1s0x31da198d4b0aa90d:0x903c115bffc30144!8m2!3d1.308512!4d103.861222!16s%2Fg%2F1tdyyggz!19sChIJDakKS40Z2jERRAHD_1sRPJA,5.0,23,,OK,,25.8,65,0.0,100,True,False,,False,False,False,False,False,False,0,3,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.,,Automatic
Fighter Fitness MMA Singapore - Hillview,Martial arts supply store,"63 Hillview Ave, #09-04 Fighter Fitness MMA Singapore - Hillview, Singapore 669569",+65 8779 0279,http://www.fighterfitness.sg/,,https://www.google.com/maps/place/Fighter+Fitness+MMA+Singapore+-+Hillview/data=!4m7!3m6!1s0x31da104fd63eadd9:0x7d7e8ffcbdfb0959!8m2!3d1.3570686!4d103.7630855!16s%2Fg%2F11c5szdgk2!19sChIJ2a0-1k8Q2jERWQn7vfyPfn0,4.1,21,,OK,,35.8,65,27.5,100,False,True,Facebook Messenger Plugin,False,False,False,False,False,True,1,2,"CRITICAL: SSL certificate is missing, invalid, or expired.; HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.",,Automatic
Chowraiooi Muay Thai,Muay Thai boxing gym,"34 Sam Leong Rd, #02-01 Chowraiooi Muay Thai, Singapore 207924",+65 9848 2227,http://www.chowraiooimuaythai.com/,,https://www.google.com/maps/place/Chowraiooi+Muay+Thai/data=!4m7!3m6!1s0x31da19b380598c4f:0x30467cc5357e2a8c!8m2!3d1.3096582!4d103.8566537!16s%2Fg%2F1ptwgzcmd!19sChIJT4xZgLMZ2jERjCp-NcV8RjA,4.8,20,,OK,,36.0,65,35.0,100,True,False,,True,False,True,False,True,False,0,2,HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Missing recommended security headers.; MEDIUM: No appointment/booking system detected.; MEDIUM: Many images are missing alt text.,,Automatic
